name,date,color,message
Mic,June 17 2020,Red,I just want you to know i forgive you. It was my fault for ecting too much.\\\\n\\r\\n\r\n
Colin,June 17 2020,Tangerine,Its like pure ecstasy when Im around you .\\\\n\\r\\n\r\n
M,June 17 2020,Light Green,I really thought you were the one. I guess I was a fool for not seeing it the first time. Were just not meant to be.\\\\n\\r\\n\r\n
Jack,June 17 2020,Black,Shit man. If I just shoot my shot please promise you wont be wearing a bullet proof vest.  A\\\\n\\r\\n\r\n
David Cantero,June 17 2020,Dark Blue,You were my hardest goodbye.I still dont know if leaving you was right cause apart of me still feels in love with you. I hope you are happy with whoever you are with now.\\\\n\\r\\n\r\n
Sophia,June 17 2020,Tangerine,Its honestly so hard to trust you. I just keep thinking your gonna fuck me over\\\\n\\r\\n\r\n
Mic,June 17 2020,Red,I just want you to know i forgive you. It was my fault for ecting too much.\\\\n\\r\\n\r\n
morgan,June 17 2020,Dark Green,i wish we were still friends\\\\n\\r\\n\r\n
Ellis,June 17 2020,Black,Its been 403 days since you ghosted me.Im finally happy now and Im in the most perfect relationship.403 days later and I still wonder why you didnt make an effort with me\\n\n
Auner,June 17 2020,Dark Green,Thank you for being there for me and thank you for loving me. I wish you the best.\\\\n\\r\\n\r\n
Sav,June 17 2020,Pale Purple,you hurt me but taught me everything i needed to know.\\\\n\\r\\n\r\n
Chris Alberto,June 17 2020,Black,I know you still liked her when you were with me and you would flirt with her on purpose just to make me mad\\\\n\\r\\n\r\n
Collin Holness,June 17 2020,Pale Blue,Thank you for letting me make mistakes.  I dont know if I loved you but I did learn from you.  I hope I didnt break you.  G\\\\n\\r\\n\r\n
zoe,June 17 2020,Blue Grey,youve changed\\\\n\\r\\n\r\n
charly,June 17 2020,Light Blue,Ive always been told to believe what people tell or show you about themselves. If you dont want this to be the end\\n\n
Joe,June 17 2020,Red,I wish you knew yourself better\\\\n\\r\\n\r\n
aaron,June 17 2020,Black,i have liked you seen we first met\\n\n
Colin M,June 17 2020,Black,Ill always have a place in my heart for you\\\\\\\\nAlways.\\\\n\\r\\n\r\n
Moss,June 17 2020,Pink,Did you cheat on me too?\\\\n\\r\\n\r\n
max,June 17 2020,Red,you were my first love\\n\n
h,June 17 2020,Light Purple,I never believed in right person\\n\n
Alvin,June 17 2020,Blue Grey,You ripped my heart out. I wish I never met you\\\\n\\r\\n\r\n
A,June 17 2020,Pale Purple,You were very nice to me but you left and that hurt me\\\\\\\\n-jk\\\\n\\r\\n\r\n
Natalie,June 17 2020,Light Pink,sweetheart\\\\n\\r\\n\r\n
Ezra Holt,June 17 2020,Red,You screwed me up man.  It took a year and a global pandemic for me to get over you.  But I did\\n\n
Gabby,June 17 2020,Pale Purple,you are the reason why i believe in love at first sight.\\\\n\\r\\n\r\n
audrey bramblett,June 17 2020,Pink,i always cared for you. i still am in shock that you think i didnt. i miss you alot; but i cant tell you that. please teme if you ever see this\\n\n
me,June 17 2020,Black,i miss you\\\\\\\\ni miss the kid that didnt care what people thought.\\\\\\\\nnow im so messed up\\\\n\\r\\n\r\n
ava rob,June 17 2020,Pale Blue,i love being around you and im so happy that u r starting to love urself\\\\n\\r\\n\r\n
Kiera,June 17 2020,Yellow,I wish you would let me love you. Every time i see you it breaks my heart but youre my best friend.\\\\n\\r\\n\r\n
Aiden,June 17 2020,Light Purple,Its hard to get you out of my head and i dont know why. I regret ending it because youre all i think about now.\\\\n\\r\\n\r\n
Ayden,June 17 2020,Pale Blue,Our relationship was really to but I was too head over heels to realize how much pain you were putting me through. Some things I have gotten over but majority of the arguments we had was because of you and they were really childish. I will never forgive myself for putting up with being mistreated for so long. Were friends now and I wouldnt have it any other way but I wish I could go back and erase the last few months of our relationship.\\\\n\\r\\n\r\n
Garret,June 17 2020,Yellow,Im so sorry if I ever hurt you. I was and am still hurt from my past. I never wanted to make you feel like you werent enough or that I had the intention of hurting you. Being deeply in love with someone was new for me\\n\n
brandon luzier,June 17 2020,Light Blue,i will always love you. although our timing wasnt right you gave me something i never erienced before. i miss you. i would do anything and everything for you\\n\n
adam,June 17 2020,Pale Blue,i often wonder where you are now\\n\n
Aibrean,June 17 2020,Light Blue,I miss you. I shouldve asked you out when I had the chance. You mean the world to me.\\\\n\\r\\n\r\n
Hunter,June 17 2020,Pale Purple,Why couldnt I have met you later in life? Maybe then everything would have worked out.\\\\n\\r\\n\r\n
Iqra C,June 17 2020,Pale Purple,I miss being able to tell you everything over a cup of tea. The last gift I got you still sits in my room. The first time in years I couldnt share your birthday with you. Months have gone by and I still think about us. I miss you and I love you and Ill be with you soon. Thank you for being you. You will always be the stick to my fish.\\\\n\\r\\n\r\n
jacob,June 17 2020,Pale Blue,you let me follow you like a lost puppy. even when i did everything to try and change myself i still wasnt enough\\\\n\\r\\n\r\n
Peaches,June 17 2020,Orange,I hope you heal from all the pain we caused each other.\\\\n\\r\\n\r\n
Zoey H,June 17 2020,Pale Blue,You need to think before you speak.\\\\n\\r\\n\r\n
Trevon v,June 17 2020,Dark Blue,You broke me and you promised you would never you talked about spending the rest of your life with me and our future kids but now we are just strangers and I hate you for breaking me but I hate myself even more for still loving you\\\\n\\r\\n\r\n
Lucas,June 17 2020,Tangerine,It will always be you. Its just not our time yet.\\\\n\\r\\n\r\n
Tiger,June 17 2020,Grey,Your a piece of shit and I hate you but I love you at the same time. Lmao thanks for choosing my best friends boyfriend instead of me who was ur girlfriend at the time.\\\\n\\r\\n\r\n
Brodie,June 17 2020,Light Green,i really wish i didnt know you.\\\\n\\r\\n\r\n
victor,June 17 2020,Pale Pink,it sucks that u just basically woke up one day and broke up with me. i was never enough\\\\n\\r\\n\r\n
jaden f,June 17 2020,Light Grey,i miss you and i think i will always love you\\n\n
Zach Coffin,June 17 2020,Black,I miss you so much\\n\n
hannahjoyy,June 17 2020,Black,you left and broke my heart. you have a piece of me. I want a forever. come back please. i love you\\\\n\\r\\n\r\n
nicholas,June 17 2020,Maroon,Four years into this unrequited love\\n\n
benji,June 17 2020,Red,ur the worst human and embarrassed the shit out of me\\\\n\\r\\n\r\n
Zach Coffin,June 17 2020,Black,I miss you so much\\n\n
Tiger,June 17 2020,Black,I hate you so much but u were my first love. I hope u are doing well.\\\\n\\r\\n\r\n
victor,June 17 2020,Light Orange,i miss your hugs the most. everyone tells me i was too good for you. but i wasnt good enough to make you stay.\\\\n\\r\\n\r\n
m,June 17 2020,Yellow,at what point did you realize we werent in love anymore\\\\n\\r\\n\r\n
J,June 17 2020,Light Blue,I loved u so much\\n\n
James,June 17 2020,Blue,You made me feel special in the moment\\n\n
Ryan,June 17 2020,Peach,I thought being in love looked like a rose.. strong tall and beautiful\\n\n
C,June 17 2020,Pale Purple,you told people at your new school we made out. i hadnt even had my first kiss yet and i got called a whore.\\\\n\\r\\n\r\n
The one who almost killed me,June 17 2020,Black,Part of me wants you to find me and ask how I am\\n\n
tomas,June 17 2020,Black,you will always be on the back of my mind but I learned some things happen for the best. I miss you\\n\n
brayden leyva,June 17 2020,Dark Green,i am slowly getting the confidence to tell you that i still like you but im scared that would change things for us.\\\\n\\r\\n\r\n
jack,June 17 2020,Dark Blue,you made me want to die so badly but also made me feel so alive when i was with you. i miss you more than anything and i hate you more than anything.\\\\n\\r\\n\r\n
tony,June 17 2020,Pink,hope you had fun taking advantage of me \\\\n\\r\\n\r\n
jbj,June 17 2020,Light Purple,to jacob\\n\n
Polly,June 17 2020,Black,i really hate you. i dont understand why you did that.\\\\n\\r\\n\r\n
E,June 17 2020,Black,I loved you\\n\n
Kaden,June 17 2020,Light Blue,I wish I realized I loved you sooner. I still hope one day I can find my way back to you \\\\n\\r\\n\r\n
Noah,June 17 2020,Light Blue,i loved u so much and i wish i had the courage to talk to u on snap and be with u but sadly i was never really popular but even if we dated u would be embarrassed if your friends saw u with me in the hallway but know that i still miss u and love u\\\\n\\r\\n\r\n
Tiger,June 17 2020,Black,Your a piece of shit for choosing my best friends boyfriend instead of me ( ur girlfriend at the time ). it broke my heart but it broke u more knowing u lost a good thing.\\\\n\\r\\n\r\n
abigayle k,June 17 2020,Pale Pink,i fucking miss you and wish things didnt end up like this I love you so damn much and I wish I could stop\\n\n
Alek,June 17 2020,Dark Blue,I love you but Im losing hope in myself.\\\\n\\r\\n\r\n
matthew c,June 17 2020,Light Blue,saying goodbye to you will be the hardest thing I ever do..\\\\n\\r\\n\r\n
Tucker,June 17 2020,Light Blue,tucker\\n\n
bryan,June 17 2020,Light Pink,im sorry. i really loved you. i didnt mean to push you away. depression sucks. its been almost two years and i still cant stop thinking about you.\\\\n\\r\\n\r\n
Jolie,June 17 2020,Turquoise,Why wasnt I good enough for you anymore?\\\\n\\r\\n\r\n
Borges,June 17 2020,Maroon,Thank you for loving me the way you did. Knowing that I wasnt able to return the favor when I had the chance haunts me every day.\\\\n\\r\\n\r\n
Tyler,June 17 2020,Pale Blue,Its amazing to have someone that loved you so much\\n\n
zach,June 17 2020,Light Blue,i will always love you\\\\n\\r\\n\r\n
Triston,June 17 2020,Pale Blue,i guess i wasnt what you wanted even though you spent so much of your time trying to convince me i was\\\\n\\r\\n\r\n
?,June 17 2020,Green,I dont know who you are yet\\n\n
zhenya,June 17 2020,Dark Green,what we had was special\\n\n
Nikos,June 17 2020,Light Green,Hi\\\\n\\r\\n\r\n
Brock,June 17 2020,Blue,If you ever loved me why did you give up on me so easily? Remember when we would argue about who loved who most? I won.\\\\n\\r\\n\r\n
sydney,June 17 2020,Black,you broke me in ways ill never be able to fix\\n\n
dyl,June 17 2020,Pale Blue,i still love you\\n\n
Trell MB,June 17 2020,Yellow,hey. im glad we talk again now. it still hurt my heart when u left. u were my everything and my world. no matter how far we drift\\n\n
Lino,June 17 2020,Pale Purple,Just wanted to say that I love you a lot. Thank you for everything. Ill always be here to support you . Your comeback was amazing. Please stay healthy and keep on doing what you love. Im proud of you\\\\n\\r\\n\r\n
javier,June 17 2020,Pale Pink,i miss our friendship. i honestly did love you. sorry for never saying it. i will always care for you.\\\\n\\r\\n\r\n
thomas,June 17 2020,Maroon,im really sorry if i hurt you. that was never my intention.\\\\n\\r\\n\r\n
kaleb,June 17 2020,Blue Grey,i really did love you\\n\n
Jeffrey,June 17 2020,Dark Blue,You turned into someone who I really dont like.\\\\n\\r\\n\r\n
marco,June 17 2020,Yellow,i miss you. i miss you more than you can imagine. i just wish you felt the same about me.\\\\n\\r\\n\r\n
noah,June 17 2020,Red,i know im a sidehoe and youre just using me for pics. the crush wont go away\\n\n
C,June 17 2020,Black,When you said I love you\\n\n
S,June 17 2020,Red,You hurt me in the worst possible way. I miss you every day but I am happy that you got who you loved. I just wish it was me. Even though you dont care\\n\n
Iqra C,June 17 2020,Pale Purple,I miss being able to tell you everything over a cup of tea. The last gift I got you still sits in my room. The first time in years I couldnt share your birthday with you. Months have gone by and I still think about us. I miss you and I love you. Ill be with you soon. Thank you for being you. You will always be the stick to my fish.\\\\n\\r\\n\r\n
george,June 17 2020,Black,it wasnt right for u to come back and use me till u were happy\\\\n\\r\\n\r\n
